id,text,sentence,pet,label,category,euph_status,sub-category,pet_wordform,translation,year,notes,pun,label2,label3,notes2,source,lemma_count
3896,"Рації передали, що за контрольно-пропускним пунктом «<трьохсотий>».","Рації передали, що за контрольно-пропускним пунктом «<трьохсотий>».",трьохсотий,1,politics,sometimes_euph,war,трьохсотий,wounded,2022.0,,,,,,PAWUK 2022,175
3898,"Рашисти використовують українців в окупації, як гарматне <м'ясо>.","Рашисти використовують українців в окупації, як гарматне <м'ясо>.",м'ясо,1,politics,sometimes_euph,war,м'ясо,cannon fodder,2023.0,,,,,,,92
3899,"Рашистські <мопеди> українські діти з рогаток збивають! Тільки сатанист може радіти як рашисти вбивають мирне населення, жінок та дітей!!!","Рашистські <мопеди> українські діти з рогаток збивають! Тільки сатанист може радіти як рашисти вбивають мирне населення, жінок та дітей!!!",мопед,1,politics,sometimes_euph,war,мопеди,Moped (Drone),2024.0,,,,,,,155
3900,Рашка попереду всього світу по кількості <двохсотих> істот в порівнянні з народженими.,Рашка попереду всього світу по кількості <двохсотих> істот в порівнянні з народженими.,двохсотий,1,politics,sometimes_euph,war,двохсотих,dead,2024.0,,,,,,,180
3901,"Рве сьогодні. Але там, <на нулі>, пекло. Слава ВСУ! Перемоги Україні! Пораненим-стати на ноги. Тим,які втратили-сили. Полоненим повернутися додому

","Рве сьогодні. Але там, <на нулі>, пекло. Слава ВСУ! Перемоги Україні! Пораненим-стати на ноги. Тим,які втратили-сили. Полоненим повернутися додому

",на нулі /на нуль,1,politics,sometimes_euph,war,на нулі,at the frontline,,,,,,,PAWUK 2022,21
3902,"Рве сьогодні. Але там, <на нулі>, пекло. Слава ВСУ! Перемоги Україні! Пораненим-стати на ноги. Тим,які втратили-сили. Полоненим повернутися додому

","Рве сьогодні. Але там, <на нулі>, пекло. Слава ВСУ! Перемоги Україні! Пораненим-стати на ноги. Тим,які втратили-сили. Полоненим повернутися додому

",нуль,1,politics,sometimes_euph,war,,at the frontline,2022.0,,,,,,,112
3903,"реальну ситуацію знають тільки ті, хто там, <на нулі> та їхнє командування. Але, по очевидним причинам, правдивої інфи в широкому доступі не буде","реальну ситуацію знають тільки ті, хто там, <на нулі> та їхнє командування. Але, по очевидним причинам, правдивої інфи в широкому доступі не буде",нуль,1,politics,sometimes_euph,war,,at the frontline,2023.0,,,,,,,112
3904,регіон нібито був атакований невідомими повітряними <цілями>.,регіон нібито був атакований невідомими повітряними <цілями>.,ціль,1,politics,sometimes_euph,war,цілями,drone/missile,2023.0,,,,,,,28
3905,результат збитих повітряних <цілей> щоразу дається нелегко.,результат збитих повітряних <цілей> щоразу дається нелегко.,ціль,1,politics,sometimes_euph,war,цілей,drone/missile,2024.0,,,,,,,28
3906,Результати сьогоднішнього ворожого <прильоту> біля Кінного (ФОТО Сашка Бринзи),Результати сьогоднішнього ворожого <прильоту> біля Кінного (ФОТО Сашка Бринзи),приліт,1,politics,sometimes_euph,war,прильоту,strike,2022.0,,,,,,,125
3907,"Рекрутинг - це коли ти обираєш де і як <мінусувати> ворога, а тобі за це платять!","Рекрутинг - це коли ти обираєш де і як <мінусувати> ворога, а тобі за це платять!",мінусувати,1,politics,sometimes_euph,war,мінусувати,"to liquidate, to kill",2025.0,,,,,,,141
3909,"Рефлекторною реакцією Кремля на поточну ситуацію в інфополі буде продовження інтенсивного обстрілу наших міст. За будь-яку ціну. ""<Мопеди>"" прилітатимуть десятками щоночі, поки не закінчиться нова партія.","Рефлекторною реакцією Кремля на поточну ситуацію в інфополі буде продовження інтенсивного обстрілу наших міст. За будь-яку ціну. ""<Мопеди>"" прилітатимуть десятками щоночі, поки не закінчиться нова партія.",мопед,1,politics,sometimes_euph,war,мопеди,Moped (Drone),2023.0,,,,,,,155
3911,"Речник нагадав, що від оголошення повітряної тривоги до <прильоту> ракет може пройти лише декілька хвилин.","Речник нагадав, що від оголошення повітряної тривоги до <прильоту> ракет може пройти лише декілька хвилин.",приліт,1,politics,sometimes_euph,war,прильоту,strike,2024.0,,,,,,,125
3913,"Рівень IQ ведучих <на нулі>, взагалі не розуміють як у в якому напрямі вести розмову, просто генерують текст як школярі","Рівень IQ ведучих <на нулі>, взагалі не розуміють як у в якому напрямі вести розмову, просто генерують текст як школярі",нуль,1,politics,sometimes_euph,war,,at the frontline,2022.0,,,,,,,112
3914,"Різні джерела повідомляють про різну кількість загиблих мобілізованих окупантів внаслідок приходу ""бавовнятка"" в Макіївку, що на Донеччині. Ймовірно, <на концерт до Кобзона> відправились від 400 до 600 путінських солдатів, проте для жителів ворожої держави це не проблема, адже, як відомо, – ""баби ще понароджують"".","Різні джерела повідомляють про різну кількість загиблих мобілізованих окупантів внаслідок приходу ""бавовнятка"" в Макіївку, що на Донеччині. Ймовірно, <на концерт до Кобзона> відправились від 400 до 600 путінських солдатів, проте для жителів ворожої держави це не проблема, адже, як відомо, – ""баби ще понароджують"".",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2023.0,,,,,,,224
3916,"Рік закінчується так, як і минав в цілому: під виття сирен і звуки <прильотів>, зі зціпленими зубами й з молитвами за наших захисників!","Рік закінчується так, як і минав в цілому: під виття сирен і звуки <прильотів>, зі зціпленими зубами й з молитвами за наших захисників!",приліт,1,politics,sometimes_euph,war,прильотів,strike,2023.0,,,,,,,125
3917,"Рік сім'ї, оголошений путіним і покликаний різко збільшити поголів'я майбутнього гарматного <м'яса>, не оминув і Мелітополь.","Рік сім'ї, оголошений путіним і покликаний різко збільшити поголів'я майбутнього гарматного <м'яса>, не оминув і Мелітополь.",м'ясо,1,politics,sometimes_euph,war,м'яса,cannon fodder,2024.0,,,,,,,92
3919,"роблять усе, щоб виростити з дітей нове покоління гарматного <м'яса>.","роблять усе, щоб виростити з дітей нове покоління гарматного <м'яса>.",м'ясо,1,politics,sometimes_euph,war,м'яса,cannon fodder,2024.0,,,,,,,92
3920,"Роботи в них немає, хай їдуть <на нуль>, окопи рити, хоч якась користь буде","Роботи в них немає, хай їдуть <на нуль>, окопи рити, хоч якась користь буде",на нуль,1,politics,sometimes_euph,war,,to the frontline,2024.0,,,,,,,38
3927,"Розумію і співчуваю, бо з уламками в обличчі тяжко жити. Самого рпг <затрьохсотило>.","Розумію і співчуваю, бо з уламками в обличчі тяжко жити. Самого рпг <затрьохсотило>.",трьохсотий,1,politics,sometimes_euph,war,затрьохсотило,to wound,2024.0,,,,,,,175
3929,"Роман Світан зазначив, що <приземляти>  ""Шахеди"" неушкодженими можуть засоби РЕБ.","Роман Світан зазначив, що <приземляти>  ""Шахеди"" неушкодженими можуть засоби РЕБ.",приземлити,1,politics,sometimes_euph,war,приземляти,shoot down,2024.0,,,,,,,82
3930,"Російська армія вночі та вранці 2 січня тероризувала Україну 72 ""шахедами"" та безпілотниками інших типів, зокрема імітаторами дронів. Ворог запустив БПЛА одразу з чотирьох міст у РФ. Українська ППО <відпрацювала> в 11 областях, знищивши більшість дронів, частину з них було локаційно втрачено. За одним ворожим ""шахедом"" досі полюють.","Російська армія вночі та вранці 2 січня тероризувала Україну 72 ""шахедами"" та безпілотниками інших типів, зокрема імітаторами дронів. Ворог запустив БПЛА одразу з чотирьох міст у РФ. Українська ППО <відпрацювала> в 11 областях, знищивши більшість дронів, частину з них було локаційно втрачено. За одним ворожим ""шахедом"" досі полюють.",Відпрацювати,1,politics,sometimes_euph,war,Відпрацювала,"Engage, respond",2025.0,,,,,,,94
3931,"російський військовий корабель ""<втомився>"" відбивати атаки морських дронів і ліг перепочити 😁","російський військовий корабель ""<втомився>"" відбивати атаки морських дронів і ліг перепочити 😁",втомитися,1,politics,sometimes_euph,war,втомився,sink,2023.0,,,,,,,119
3932,Російський поїзд із пальним <втомився> у Брянській області. Тепер лежить та відпочиває,Російський поїзд із пальним <втомився> у Брянській області. Тепер лежить та відпочиває,втомитися,1,politics,sometimes_euph,war,втомився,be attacked,2023.0,,,,,,,119
3933,"Російський Татаров, пішов на..слідком за кораблем <на концерт до Кобзона>. Бажано гуртом з друзями. Дякую статуетці.","Російський Татаров, пішов на..слідком за кораблем <на концерт до Кобзона>. Бажано гуртом з друзями. Дякую статуетці.",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2023.0,,,,,,,224
3934,"Російських церковників неодноразово бачили в лавах окупантів зі зброєю в руках. Деякі з них були відправлені <на концерт до Кобзона>. Також відомо, що представники UOC -MP працюють для Кирила, повідомляючи інформацію про рух збройних сил та складів із боєприпасами.","Російських церковників неодноразово бачили в лавах окупантів зі зброєю в руках. Деякі з них були відправлені <на концерт до Кобзона>. Також відомо, що представники UOC -MP працюють для Кирила, повідомляючи інформацію про рух збройних сил та складів із боєприпасами.",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2023.0,,,,,,,224
3935,"російські бронемашини на чолі з «альошою» настільки <втомилися> «вбивати» для путіна «табуни Леопардів», що їм негайно треба підсилення.","російські бронемашини на чолі з «альошою» настільки <втомилися> «вбивати» для путіна «табуни Леопардів», що їм негайно треба підсилення.",втомитися,1,politics,sometimes_euph,war,втомилися,be destroyed,2023.0,,,,,,,119
3936,"Російські війська вночі 2 січня атакували південь України дронами-камікадзе Shahed. Сили ППО <відпрацювали >по ворожих цілях, однак у Миколаєві через падіння уламків збитого безпілотника виникла пожежа в гаражах. Про це повідомляє РБК-Україна з посиланням на Telegram Сил оборони півдня України.","Російські війська вночі 2 січня атакували південь України дронами-камікадзе Shahed. Сили ППО <відпрацювали >по ворожих цілях, однак у Миколаєві через падіння уламків збитого безпілотника виникла пожежа в гаражах. Про це повідомляє РБК-Україна з посиланням на Telegram Сил оборони півдня України.",Відпрацювати,1,politics,sometimes_euph,war,Відпрацювали,Strike,2024.0,,,,,,,94
3937,"Російські вояки у Придністров'ї можуть СУТТЄВО ПОПОВНИТИ обмінний фонд. Або сходити <на концерт до Кобзона>. Це, як вони забажають.","Російські вояки у Придністров'ї можуть СУТТЄВО ПОПОВНИТИ обмінний фонд. Або сходити <на концерт до Кобзона>. Це, як вони забажають.",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2023.0,,,,,,,224
3938,"Російські джерела написали, що в результаті української атаки ракетами Storm Shadow по воєнному об'єкту у Льгові загинуло 8 окупантів, 22 поранено. Світан припустив, що <відпрацювало> приблизно 8 західних ракет саме по бункеру керівного складу російської армії. Цікаво, нещодавно ракети накривали штаб 810-ї бригади російської морської піхоти.","Російські джерела написали, що в результаті української атаки ракетами Storm Shadow по воєнному об'єкту у Льгові загинуло 8 окупантів, 22 поранено. Світан припустив, що <відпрацювало> приблизно 8 західних ракет саме по бункеру керівного складу російської армії. Цікаво, нещодавно ракети накривали штаб 810-ї бригади російської морської піхоти.",Відпрацювати,1,politics,sometimes_euph,war,Відпрацювало,Strike,2025.0,,,,,,,94
3940,"Російські окупанти обговорюють способи, як отримати поранення. Вони хочуть покалічити себе, щоб втекти з війни <трьохсотими>.","Російські окупанти обговорюють способи, як отримати поранення. Вони хочуть покалічити себе, щоб втекти з війни <трьохсотими>.",трьохсотий,1,politics,sometimes_euph,war,трьохсотими,wounded,2022.0,,,,,,,175
3942,"Російські ракети, які летіли на Малин у Житомирській області 22 травня, збили засоби протиповітряної оборони, але кілька <долетіли> в район залізничної станції.","Російські ракети, які летіли на Малин у Житомирській області 22 травня, збили засоби протиповітряної оборони, але кілька <долетіли> в район залізничної станції.",долетіти,1,politics,sometimes_euph,war,долетіли,hit,2022.0,,,,,,,31
3943,"російські, – не «війна», не «	спеціальна [спеціальний:adj:f:v_naz] воєнна [воєнний:adj:f:v_naz] операція [операція:noun:inanim:f:v_naz]	в Україні», а «захист Донбасу від українських","російські, – не «війна», не «	спеціальна [спеціальний:adj:f:v_naz] воєнна [воєнний:adj:f:v_naz] операція [операція:noun:inanim:f:v_naz]	в Україні», а «захист Донбасу від українських",спеціальна воєнна операція,1,politics,always_euph,war,спеціальна воєнна операція,special military operation,2022.0,,,,,,,50
3944,"Російського канібала Дмитра Малишева, якого Путін звільнив із в'язниці на 17 років раніше та відправив на війну з Україною, <затрьохсотили> ЗСУ.","Російського канібала Дмитра Малишева, якого Путін звільнив із в'язниці на 17 років раніше та відправив на війну з Україною, <затрьохсотили> ЗСУ.",трьохсотий,1,politics,sometimes_euph,war,затрьохсотило,to wound,2023.0,,,,,,,175
3945,Російськомовні українці носять берці і захищають Україну <на нулі>.,Російськомовні українці носять берці і захищають Україну <на нулі>.,нуль,1,politics,sometimes_euph,war,,at the frontline,2025.0,,,,,,,112
3946,"Російську «пташку», ймовірно, <приземлили>  на Харківщині.","Російську «пташку», ймовірно, <приземлили>  на Харківщині.",приземлити,1,politics,sometimes_euph,war,приземлили,shoot down,2022.0,,,,,,,82
3947,"Росії абсолютно байдуже на ""гарматне м'ясо"", яке кидають на війну. Зокрема, у російській республіці Тива як компенсацію за <""двохсотого""> видали дрова.","Росії абсолютно байдуже на ""гарматне м'ясо"", яке кидають на війну. Зокрема, у російській республіці Тива як компенсацію за <""двохсотого""> видали дрова.",двохсотий,1,politics,sometimes_euph,war,двохсотого,dead,2022.0,,,,,,,180
3950,"Росія запустила «Шахеди», попередив голова Миколаївської ОВА Віталій Кім «Повітря. 2 групи <мопедів>», — написав він, маючи на увазі іранські дрони-камікадзе.","Росія запустила «Шахеди», попередив голова Миколаївської ОВА Віталій Кім «Повітря. 2 групи <мопедів>», — написав він, маючи на увазі іранські дрони-камікадзе.",мопед,1,politics,sometimes_euph,war,мопедів,Moped (Drone),2023.0,,,,,,,155
3954,"Росія щодня втрачає сотні людей. Станом на 30 березня Генштаб ЗСУ повідомив, що ліквідувати вдалося вже понад 170 тисяч російських окупантів. Лише упродовж доби <на концерт до Кобзона> відправили 560 росіян. На фоні цього Путін підписав указ про весняний призов.","Росія щодня втрачає сотні людей. Станом на 30 березня Генштаб ЗСУ повідомив, що ліквідувати вдалося вже понад 170 тисяч російських окупантів. Лише упродовж доби <на концерт до Кобзона> відправили 560 росіян. На фоні цього Путін підписав указ про весняний призов.",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2023.0,,,,,,,224
3955,"Росіяни будуть йти ""<м'ясом>"", великою кількістю людей, використовуючи тактику піхоти Червоної армії.","Росіяни будуть йти ""<м'ясом>"", великою кількістю людей, використовуючи тактику піхоти Червоної армії.",м'ясо,1,politics,sometimes_euph,war,м'ясом,cannon fodder,2024.0,,,,,,,92
3956,"Росіяни в Україні збили власний літак і використовують ""вагнерівців"" як гарматне <м'ясо>","Росіяни в Україні збили власний літак і використовують ""вагнерівців"" як гарматне <м'ясо>",м'ясо,1,politics,sometimes_euph,war,м'ясо,cannon fodder,2022.0,,,,,,PAWUK 2022,92
3957,"Росіяни використовують цей аеродром для завдання масованих ударів по території України. Місцева влада стверджує, що вибух стався через роботу ППО. 01:13 Під час тривоги у Києві, Дніпрі та Полтаві неодноразово <відпрацювала> ППО. Хіба на Київщині ЗСУ збили понад 20 повітряних цілей. 00:36 Близько 23:30 1 січня у багатьох областях оголосили повітряну тривогу","Росіяни використовують цей аеродром для завдання масованих ударів по території України. Місцева влада стверджує, що вибух стався через роботу ППО. 01:13 Під час тривоги у Києві, Дніпрі та Полтаві неодноразово <відпрацювала> ППО. Хіба на Київщині ЗСУ збили понад 20 повітряних цілей. 00:36 Близько 23:30 1 січня у багатьох областях оголосили повітряну тривогу",Відпрацювати,1,politics,sometimes_euph,war,Відпрацювала,"Engage, be activated",2023.0,,,,,,,94
3960,"Росіяни постійно били по тилу наших передових підрозділів, по точках, куди приїжджали спеціалізовані автівки для завантаження <""трьохсотих"">.","Росіяни постійно били по тилу наших передових підрозділів, по точках, куди приїжджали спеціалізовані автівки для завантаження <""трьохсотих"">.",трьохсотий,1,politics,sometimes_euph,war,трьохсотих,wounded,2024.0,,,,,,,175
3961,"Росіяни регулярно підвозять гарматне <м'ясо>, серед них багато іноземних найманців.","Росіяни регулярно підвозять гарматне <м'ясо>, серед них багато іноземних найманців.",м'ясо,1,politics,sometimes_euph,war,м'ясо,cannon fodder,2024.0,,,,,,,92
3962,"Росіяни так довго намагались воскресити минуле, що майбутнє <втомилось> чекати своєї черги.","Росіяни так довго намагались воскресити минуле, що майбутнє <втомилось> чекати своєї черги.",втомитися,1,politics,sometimes_euph,war,втомилось,stop,2023.0,,,,,,,119
3963,Росіяни! Не переживайте! Це	спеціальна [спеціальний:adj:f:v_naz] воєнна [воєнний:adj:f:v_naz] операція [операція:noun:inanim:f:v_naz]	! Слава Україні!,Росіяни! Не переживайте! Це	спеціальна [спеціальний:adj:f:v_naz] воєнна [воєнний:adj:f:v_naz] операція [операція:noun:inanim:f:v_naz]	! Слава Україні!,спеціальна воєнна операція,1,politics,always_euph,war,спеціальна воєнна операція,special military operation,2022.0,,,,,,,50
3964,"Росіянці, нам, українцям, дуже хочеться, щоб всі ви одночасно всією країною купили собі квитки <На концерт до Кобзона>!","Росіянці, нам, українцям, дуже хочеться, щоб всі ви одночасно всією країною купили собі квитки <На концерт до Кобзона>!",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2024.0,,,,,,,224
3968,русофобний націоналіст що паркує <мопеди>,русофобний націоналіст що паркує <мопеди>,мопед,1,politics,sometimes_euph,war,мопеди,,2023.0,"This one, along with the two other ones, seem to belong to the same family of puns or covert jokes, in which one substituted the subject for the humorous effigy of a person, who parks ""mopeds"" as a metaphor for destroying the drones",,,,,,155
3969,"руські попадали чогось, може <втомилися>","руські попадали чогось, може <втомилися>",втомитися,1,politics,sometimes_euph,war,втомилися,be killed,2023.0,,,,,,,119
3970,"Рухаються по дорогах колонами -хай рухаються. Може почнемо їм підказувати як краще оминати наші засідки,що їм робити щоб не отримати квиток <на концерт до Кобзона>? Ви блогерів дрючите, а самі що мелете? СМЕРТЬ ВСІМ ВОРОГАМ І ЇХНІМ ПОСІПАКАМ! СЛАВА УКРАЇНІ!!!!!!!!!","Рухаються по дорогах колонами -хай рухаються. Може почнемо їм підказувати як краще оминати наші засідки,що їм робити щоб не отримати квиток <на концерт до Кобзона>? Ви блогерів дрючите, а самі що мелете? СМЕРТЬ ВСІМ ВОРОГАМ І ЇХНІМ ПОСІПАКАМ! СЛАВА УКРАЇНІ!!!!!!!!!",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2022.0,,,,,,,224
3971,"РФ не зловживає виплатами громадянам «молодих республік». Своїм теж бажано платити не всім, тому потрапити в списки <двохсотих> треба ще примудритися.","РФ не зловживає виплатами громадянам «молодих республік». Своїм теж бажано платити не всім, тому потрапити в списки <двохсотих> треба ще примудритися.",двохсотий,1,politics,sometimes_euph,war,двохсотих,dead,2023.0,,,,,,,180
3972,"РФ третій день поспіль атакує Київщину. Вночі 2 січня був наліт ворожих БпЛА, по яких успішно <відпрацювала> ППО, а зранку окупанти завдали ракетного удару. Внаслідок атаки дві людини загинули, ще 11 поранені, зокрема одна дитина. Їм надається вся необхідна медична допомога, повідомив голова Київської ОВА Руслан Крамаренко.","РФ третій день поспіль атакує Київщину. Вночі 2 січня був наліт ворожих БпЛА, по яких успішно <відпрацювала> ППО, а зранку окупанти завдали ракетного удару. Внаслідок атаки дві людини загинули, ще 11 поранені, зокрема одна дитина. Їм надається вся необхідна медична допомога, повідомив голова Київської ОВА Руслан Крамаренко.",Відпрацювати,1,politics,sometimes_euph,war,Відпрацювала,Strike,2024.0,,,,,,,94
3973,"Рятувальники гасять пожежу після <прильоту>, триває евакуація мешканців багатоповерхівки, де зруйнований під’їзд.","Рятувальники гасять пожежу після <прильоту>, триває евакуація мешканців багатоповерхівки, де зруйнований під’їзд.",приліт,1,politics,sometimes_euph,war,прильоту,strike,2023.0,,,,,,,125
3974,"Рятувальники обстежують території, де зафіксували <прильоти>, наслідки ударів уточнюють.","Рятувальники обстежують території, де зафіксували <прильоти>, наслідки ударів уточнюють.",приліт,1,politics,sometimes_euph,war,прильоти,strike,2023.0,,,,,,,125
3976,"Саме вони змусили світ переглянути своє ставлення до залізних ""<пташок>"".","Саме вони змусили світ переглянути своє ставлення до залізних ""<пташок>"".",пташка,1,politics,sometimes_euph,war,пташок,drone,2025.0,,,,,,,123
3977,"Саме їхня квартира найбільше постраждала після атаки дронами. Він розказав, що уламок <прилетів> у зал.","Саме їхня квартира найбільше постраждала після атаки дронами. Він розказав, що уламок <прилетів> у зал.",прилетіти,1,politics,sometimes_euph,war,прилетів,hit,2023.0,,,,,,,141
3979,"Саме туди вони перекидають живу силу, ""гарматне <м'ясо>"", та боєприпаси","Саме туди вони перекидають живу силу, ""гарматне <м'ясо>"", та боєприпаси",м'ясо,1,politics,sometimes_euph,war,м'ясо,cannon fodder,2024.0,,,,,,,92
3982,"Саме ця напруга, постійне нагнітання ситуації, коли звучать сирени – хтось, звичайно, звик вже до них, але іноді все ж щось <долітає>, наприклад, по Києву і області.","Саме ця напруга, постійне нагнітання ситуації, коли звучать сирени – хтось, звичайно, звик вже до них, але іноді все ж щось <долітає>, наприклад, по Києву і області.",долітати,1,politics,sometimes_euph,war,долітає,hit,2022.0,,,,,,,37
3983,"Саме через це росіяни, які не могли самостійно покинути поле бою, майже миттєво відправлялися <на концерт до Кобзона> через гіпотермію. То ж у статистиці втрат окупантів, яку так чи інакше намагаються вести фанерні генерали, кількість поранених росіян за перші тижні січня була нетипово маленькою.","Саме через це росіяни, які не могли самостійно покинути поле бою, майже миттєво відправлялися <на концерт до Кобзона> через гіпотермію. То ж у статистиці втрат окупантів, яку так чи інакше намагаються вести фанерні генерали, кількість поранених росіян за перші тижні січня була нетипово маленькою.",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2023.0,,,,,,,224
3987,"Сапери працюють і <на нулі>, і на другій лінії. Потрібно мінувати ділянки перед ворогом і розчищати дороги для проїзду своїх і постійно обдурювати смерть.","Сапери працюють і <на нулі>, і на другій лінії. Потрібно мінувати ділянки перед ворогом і розчищати дороги для проїзду своїх і постійно обдурювати смерть.",нуль,1,politics,sometimes_euph,war,,at the frontline,2025.0,,,,,,,112
3988,"СБУ до неї добереться!!!!! Нехай,іде всід <за руским кораблем>!!!!!!","СБУ до неї добереться!!!!! Нехай,іде всід <за руским кораблем>!!!!!!",pа руским кораблем,1,politics,always_euph,war,за руским кораблем,,2022.0,,,,,,,13
3989,"СБУ опублікувала перехоплення прямої мови російського солдата: він хвалиться ""подарунками"", які <прилетять> українцям на Великдень.","СБУ опублікувала перехоплення прямої мови російського солдата: він хвалиться ""подарунками"", які <прилетять> українцям на Великдень.",прилетіти,1,politics,sometimes_euph,war,прилетять,arrive,2022.0,?,,,,,,141
3990,"Свіжомобілізовані росіяни стають <«трьохсотими»> ще на тренувальних полігонах, загалом – через зловживання алкоголем. Про це свідчить чергове перехоплення ГУР МО.","Свіжомобілізовані росіяни стають <«трьохсотими»> ще на тренувальних полігонах, загалом – через зловживання алкоголем. Про це свідчить чергове перехоплення ГУР МО.",трьохсотий,1,politics,sometimes_euph,war,трьохсотими,wounded,2023.0,,,,,,,175
3994,"Сергій пішов на фронт виконувати свій обов'язок – захищати рідну землю. Щоб родина та Україна були в безпеці.

Моменти того, що відбувалося <«на нулі»>, часто спливають у його пам’яті.","Сергій пішов на фронт виконувати свій обов'язок – захищати рідну землю. Щоб родина та Україна були в безпеці.

Моменти того, що відбувалося <«на нулі»>, часто спливають у його пам’яті.",нуль,1,politics,sometimes_euph,war,,at the frontline,2025.0,,,,,,,112
3996,"Серед знищеного — чотири танки Т-62 та три БМП-2. По ворожих цілях <відпрацювали> FPV-дрони. У Силах оборони не розкрили інформацію про те, коли відбувся бій. Зазвичай військові оприлюднюють чутливу інформацію з певною затримкою.","Серед знищеного — чотири танки Т-62 та три БМП-2. По ворожих цілях <відпрацювали> FPV-дрони. У Силах оборони не розкрили інформацію про те, коли відбувся бій. Зазвичай військові оприлюднюють чутливу інформацію з певною затримкою.",Відпрацювати,1,politics,sometimes_euph,war,Відпрацювали,Strike,2025.0,,,,,,,94
3998,"Силам оборони вдалося <""задвохсотити""> не лише Фомина, а ще й деяке керівництво 135 бригади.","Силам оборони вдалося <""задвохсотити""> не лише Фомина, а ще й деяке керівництво 135 бригади.",двохсотий,1,politics,sometimes_euph,war,задвохсотити,to kill,2024.0,,,,,,,180
3999,Сили оборони <«затрьохсотили»> 470 окупантів і спалили 50 одиниць ворожої техніки.,Сили оборони <«затрьохсотили»> 470 окупантів і спалили 50 одиниць ворожої техніки.,трьохсотий,1,politics,sometimes_euph,war,затрьохсотили,to wound,2022.0,,,,,,,175
4000,"Сили оборони допомогли рашистам оновити рекорд ""вантажу 200"" – понад 45 700, а також <мінусували> рекордні 2470 автомобілів і майже 900 бронемашин, які возили ворогів.","Сили оборони допомогли рашистам оновити рекорд ""вантажу 200"" – понад 45 700, а також <мінусували> рекордні 2470 автомобілів і майже 900 бронемашин, які возили ворогів.",мінусувати,1,politics,sometimes_euph,war,мінусували,to destroy,2024.0,,,,,,,141
4001,Сили оборони навчилися <приземляти> розвідувальні дрони і застосовувати їх проти ворога.,Сили оборони навчилися <приземляти> розвідувальні дрони і застосовувати їх проти ворога.,приземляти,1,politics,sometimes_euph,war,приземляти,shoot down,2023.0,,,,,,,20
4002,"Сили оборони України сотнями відправляють загарбників ""<На концерт до Кобзона>"". Російські окупанти з початку повномасштабного вторгнення до України втратили вбитими вже понад 360 тисяч осіб. Такі дані 1 січня оприлюднив Генеральний штаб ЗСУ.","Сили оборони України сотнями відправляють загарбників ""<На концерт до Кобзона>"". Російські окупанти з початку повномасштабного вторгнення до України втратили вбитими вже понад 360 тисяч осіб. Такі дані 1 січня оприлюднив Генеральний штаб ЗСУ.",На концерт до Кобзона,1,politics,always_euph,war,На концерт до Кобзона,,2024.0,,,,,,,224
4004,Сили ППО працюють по <цілях>.,Сили ППО працюють по <цілях>.,ціль,1,politics,sometimes_euph,war,цілях,drone/missile,2025.0,,,,,,,28
4005,Сили ППО провели потужну бойову роботу й <приземлили> 60 ударних дронів.,Сили ППО провели потужну бойову роботу й <приземлили> 60 ударних дронів.,приземлити,1,politics,sometimes_euph,war,приземлили,shoot down,2024.0,,,,,,,82
4006,"силою духу. На жаль, солдат повернувся назавжди додому <на щиті>. Біль цієї втрати неможливо загасити.","силою духу. На жаль, солдат повернувся назавжди додому <на щиті>. Біль цієї втрати неможливо загасити.",щит,1,politics,sometimes_euph,war,на щиті,"With a strong spirit. Unfortunately, the soldier returned home forever on the shield. The pain of this loss is unbearable.",2022.0,,,,,,,39
4007,Сирена мабуть <втомилася> від спеки!,Сирена мабуть <втомилася> від спеки!,втомитися,1,politics,sometimes_euph,war,втомилася,be faulty,2023.0,,,,,,,119
