ID,Unnamed: 0,EUPH_STATUS,left-hand context (one sentence),main sentence,right-hand context (one sentence),source,PET,PET lemmatised,literal translation,non-euph equivalent,non-euph equivalent translation,category,A,J,U,W,majority label,LABEL,TEXT
2275,2274,sometimes_euph,"Mimo że miałam na sobie tylko mikroskopijny dół od kolorowego bikini, czułam się bardzo komfortowo.","Dziękowałam Bogu, że nie dał mi piersi wielkości [PET_BOUNDARY]melonów[PET_BOUNDARY], bo wymachując rękami na boki, wybiłabym sobie zęby.",– Wystarczy – stwierdził niemal poważnym tonem.,KWJP,melonów,melon,melon,-,-,money,1,0,0,X,0.0,0.0,"Mimo że miałam na sobie tylko mikroskopijny dół od kolorowego bikini, czułam się bardzo komfortowo. Dziękowałam Bogu, że nie dał mi piersi wielkości [PET_BOUNDARY]melonów[PET_BOUNDARY], bo wymachując rękami na boki, wybiłabym sobie zęby. – Wystarczy – stwierdził niemal poważnym tonem."
1825,1824,sometimes_euph,Paryż wreszcie był wolny.,"Niemcy, kraj natchnionych kompozytorów, subtelnych poetów oraz żołnierzy [PET_BOUNDARY]puszczających na przeciwników gazy[PET_BOUNDARY] bojowe uległ aliantom.","Kajzer pod naciskami przyjął rozejm, chociaż wrzenie i tendencje do podporządkowania sobie Europy nie skończyły się z chwilą podpisania rozejmu.",KWJP,puszczających na przeciwników gazy,puszczać gazy,to release gases,-,-,physiology,0,0,X,0,0.0,0.0,"Paryż wreszcie był wolny. Niemcy, kraj natchnionych kompozytorów, subtelnych poetów oraz żołnierzy [PET_BOUNDARY]puszczających na przeciwników gazy[PET_BOUNDARY] bojowe uległ aliantom. Kajzer pod naciskami przyjął rozejm, chociaż wrzenie i tendencje do podporządkowania sobie Europy nie skończyły się z chwilą podpisania rozejmu."
1706,1705,sometimes_euph,"Ponieważ płaszczyzna liniowej polaryzacji światła w atmosferze jest prostopadła do kierunku, z którego świeci słońce, zwierzęta wykorzystują ją do określania swego kierunku w przestrzeni.",Korzystają z tego np. krewne [PET_BOUNDARY]bąków[PET_BOUNDARY] – pszczoły.,"Nie tylko rejestrują odległości oraz kąty względem słońca na swojej trasie, ale wracając do gniazda, specjalnym tańcem informują o tym inne pszczoły.",KWJP,bąków,bąk,bumblebee,-,-,physiology,0,0,X,0,0.0,0.0,"Ponieważ płaszczyzna liniowej polaryzacji światła w atmosferze jest prostopadła do kierunku, z którego świeci słońce, zwierzęta wykorzystują ją do określania swego kierunku w przestrzeni. Korzystają z tego np. krewne [PET_BOUNDARY]bąków[PET_BOUNDARY] – pszczoły. Nie tylko rejestrują odległości oraz kąty względem słońca na swojej trasie, ale wracając do gniazda, specjalnym tańcem informują o tym inne pszczoły."
1434,1433,sometimes_euph,O co chodzi?,"− Wypierdolmy scenę, gdzie w odwecie [PET_BOUNDARY]załatwiam się[PET_BOUNDARY] pod oknem Bożenki Dykiel!","− Co ty mówisz, Mareczku?",KWJP,załatwiam się,załatwiać się,to sort onself out,robić siku/kupę,to pee or poo,physiology,1,1,X,1,1.0,1.0,"O co chodzi? − Wypierdolmy scenę, gdzie w odwecie [PET_BOUNDARY]załatwiam się[PET_BOUNDARY] pod oknem Bożenki Dykiel! − Co ty mówisz, Mareczku?"
32,31,sometimes_euph,Dotyczyły one także zmiany religii.,"Z jednej strony zezwolił im na zatrudnianie chrześcijańskich sług i [PET_BOUNDARY]dziewek[PET_BOUNDARY]; zabronił nawracania pogańskich niewolników będących własnością żydów na chrześcijaństwo, co pociągałoby za sobą ich wyzwolenie.","Z drugiej strony ograniczał możliwość konwersji żydów na chrześcijaństwo przez zarządzenie, że konwertyci, opuszczając judaizm, mają pozostawić w żydowskim posiadaniu swój majątek: „Tak jak porzucili prawo przodków, niech też porzucą swe majątki (par. 6)”82.",KWJP,dziewek,dziewka,maiden,-,-,sex,0,1,0,X,0.0,0.0,"Dotyczyły one także zmiany religii. Z jednej strony zezwolił im na zatrudnianie chrześcijańskich sług i [PET_BOUNDARY]dziewek[PET_BOUNDARY]; zabronił nawracania pogańskich niewolników będących własnością żydów na chrześcijaństwo, co pociągałoby za sobą ich wyzwolenie. Z drugiej strony ograniczał możliwość konwersji żydów na chrześcijaństwo przez zarządzenie, że konwertyci, opuszczając judaizm, mają pozostawić w żydowskim posiadaniu swój majątek: „Tak jak porzucili prawo przodków, niech też porzucą swe majątki (par. 6)”82."
1883,1882,sometimes_euph,Niebawem się nadarzyła.,"[PET_BOUNDARY][PET_BOUNDARY]P[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]B[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY]b[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]y[PET_BOUNDARY][PET_BOUNDARY],[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]j[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]ę[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY]ó[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY],[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]ę[PET_BOUNDARY][PET_BOUNDARY]g[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY],[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]K[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]l[PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]r[PET_BOUNDARY][PET_BOUNDARY]ą[PET_BOUNDARY][PET_BOUNDARY]b[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]ą[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]g[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]r[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]e[PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]d[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]e[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]e[PET_BOUNDARY][PET_BOUNDARY]r[PET_BOUNDARY][PET_BOUNDARY]y[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]g[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]ę[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]c[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY]y[PET_BOUNDARY][PET_BOUNDARY]c[PET_BOUNDARY][PET_BOUNDARY]h[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]ą[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY].[PET_BOUNDARY][PET_BOUNDARY]","Rana nie była groźna, ale pan Bambosz złożył oficjalną skargę na policji, a następnie wynajął adwokata i skierował do sądu prywatny akt oskarżenia.",KWJP,,trzonek,handle,-,-,body parts,0,X,0,0,0.0,0.0,"Niebawem się nadarzyła. [PET_BOUNDARY][PET_BOUNDARY]P[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]B[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY]b[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]y[PET_BOUNDARY][PET_BOUNDARY],[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]j[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]ę[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY]ó[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY],[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]ę[PET_BOUNDARY][PET_BOUNDARY]g[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY],[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]K[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]a[PET_BOUNDARY][PET_BOUNDARY]l[PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]r[PET_BOUNDARY][PET_BOUNDARY]ą[PET_BOUNDARY][PET_BOUNDARY]b[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]ą[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]g[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]t[PET_BOUNDARY][PET_BOUNDARY]r[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]e[PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]d[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]s[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]e[PET_BOUNDARY][PET_BOUNDARY]k[PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY]e[PET_BOUNDARY][PET_BOUNDARY]r[PET_BOUNDARY][PET_BOUNDARY]y[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]g[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY]o[PET_BOUNDARY][PET_BOUNDARY]w[PET_BOUNDARY][PET_BOUNDARY]ę[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]i[PET_BOUNDARY][PET_BOUNDARY] [PET_BOUNDARY][PET_BOUNDARY]c[PET_BOUNDARY][PET_BOUNDARY]z[PET_BOUNDARY][PET_BOUNDARY]m[PET_BOUNDARY][PET_BOUNDARY]y[PET_BOUNDARY][PET_BOUNDARY]c[PET_BOUNDARY][PET_BOUNDARY]h[PET_BOUNDARY][PET_BOUNDARY]n[PET_BOUNDARY][PET_BOUNDARY]ą[PET_BOUNDARY][PET_BOUNDARY]ł[PET_BOUNDARY][PET_BOUNDARY].[PET_BOUNDARY][PET_BOUNDARY] Rana nie była groźna, ale pan Bambosz złożył oficjalną skargę na policji, a następnie wynajął adwokata i skierował do sądu prywatny akt oskarżenia."
901,900,sometimes_euph,Nagle do głowy przyszła jej nowa genialna myśl – zamówi u stolarza regały na wymiar!,[PET_BOUNDARY]Rozgrzało[PET_BOUNDARY] ją to myślenie o pieniądzach.,"Krew zaczęła szybciej krążyć w jej żyłach i czuła, że na policzki występują jej rumieńce.",KWJP,Rozgrzało,rozgrzać,to heat up,-,-,sex,0,0,0,0,0.0,0.0,"Nagle do głowy przyszła jej nowa genialna myśl – zamówi u stolarza regały na wymiar! [PET_BOUNDARY]Rozgrzało[PET_BOUNDARY] ją to myślenie o pieniądzach. Krew zaczęła szybciej krążyć w jej żyłach i czuła, że na policzki występują jej rumieńce."
1730,1729,sometimes_euph,"Rękę jej wtedy złamał, dostał zarzuty i znów poszedł siedzieć.","Matka Irka zaprzecza, bo z tego tytułu syn wcale nie miał zarzutów i nikt nikogo nie [PET_BOUNDARY]zrzucił[PET_BOUNDARY] ze schodów, choć faktycznie ona mówiła, że jej złamał rękę: - Razem siedzieli na górze w pokoju, razem pili, razem się szarpali.",-,KWJP,zrzucił,zrzucić,to throw down,-,-,physiology,0,1,X,0,0.0,0.0,"Rękę jej wtedy złamał, dostał zarzuty i znów poszedł siedzieć. Matka Irka zaprzecza, bo z tego tytułu syn wcale nie miał zarzutów i nikt nikogo nie [PET_BOUNDARY]zrzucił[PET_BOUNDARY] ze schodów, choć faktycznie ona mówiła, że jej złamał rękę: - Razem siedzieli na górze w pokoju, razem pili, razem się szarpali. -"
279,278,sometimes_euph,"Należy zamówić dwie pomidorówki, de volaille’a i dorsza, tak żeby zapłacić za to wszystko sumę, która nijak z niczym się nie zgadza.","Na próby kwestionowania rachunku bufetowa powinna obrażać się i wyjmować z kasy piątki i [PET_BOUNDARY]dwójki[PET_BOUNDARY] z beztroską osoby grającej w monopol, mówiąc „proszę, to niech sobie pan weźmie”.","Należy odczekać około pięćdziesięciu minut, wtedy można nieśmiało zacząć pytać o swoje zamówienie.",KWJP,dwójki,dwójka,two,dwa złote,two złoty,money,1,0,1,X,1.0,1.0,"Należy zamówić dwie pomidorówki, de volaille’a i dorsza, tak żeby zapłacić za to wszystko sumę, która nijak z niczym się nie zgadza. Na próby kwestionowania rachunku bufetowa powinna obrażać się i wyjmować z kasy piątki i [PET_BOUNDARY]dwójki[PET_BOUNDARY] z beztroską osoby grającej w monopol, mówiąc „proszę, to niech sobie pan weźmie”. Należy odczekać około pięćdziesięciu minut, wtedy można nieśmiało zacząć pytać o swoje zamówienie."
2411,2410,sometimes_euph,"Jeśli porażenie nie jest silne, to część owadów następnego dnia wróci do pełni sił.",Problemowi zatrucia nektarem można zapobiegać zapewniając pszczołom atrakcyjne pastwiska [PET_BOUNDARY]zasobne[PET_BOUNDARY] w bezpieczne rośliny nektarodajne.,Pszczoły mogą także zatruć się pyłkiem.,KWJP,zasobne,zasobny,abundant,-,-,money,0,0,0,X,0.0,0.0,"Jeśli porażenie nie jest silne, to część owadów następnego dnia wróci do pełni sił. Problemowi zatrucia nektarem można zapobiegać zapewniając pszczołom atrakcyjne pastwiska [PET_BOUNDARY]zasobne[PET_BOUNDARY] w bezpieczne rośliny nektarodajne. Pszczoły mogą także zatruć się pyłkiem."
366,365,sometimes_euph,"Każde z powyższych wydarzeń warte jest namysłu, tekstu, może felietonu, albo szyderstwa.",Ja jednak [PET_BOUNDARY]puszczam się[PET_BOUNDARY] do puszczy.,"W Polsce Anno Domini 2017 Puszcza Białowieska jest sprawą polityczną, europejską.",KWJP,puszczam się,puszczać się,to let go,-,-,sex,0,0,0,X,0.0,0.0,"Każde z powyższych wydarzeń warte jest namysłu, tekstu, może felietonu, albo szyderstwa. Ja jednak [PET_BOUNDARY]puszczam się[PET_BOUNDARY] do puszczy. W Polsce Anno Domini 2017 Puszcza Białowieska jest sprawą polityczną, europejską."
2099,2098,sometimes_euph,"Przy czym w punkcie 4b pojawia się wątek przestępstw, które „zostały popełnione wielokrotnie” (co otwiera drogę, jak w Rosji, do sytuacji, w której jednorazowe pobicie nie byłoby ścigane).","W punkcie 4h czytamy też, że przestępstwo musi spowodować „istotny [PET_BOUNDARY]uszczerbek[PET_BOUNDARY] na zdrowiu fizycznym lub psychicznym ofiary”.",Kluczowe jest tu oczywiście łatwe do zrelatywizowania słowo „istotny”.,KWJP,uszczerbek,uszczerbek,harm,"obrażenie, rana",injury,illness,X,1,1,1,1.0,1.0,"Przy czym w punkcie 4b pojawia się wątek przestępstw, które „zostały popełnione wielokrotnie” (co otwiera drogę, jak w Rosji, do sytuacji, w której jednorazowe pobicie nie byłoby ścigane). W punkcie 4h czytamy też, że przestępstwo musi spowodować „istotny [PET_BOUNDARY]uszczerbek[PET_BOUNDARY] na zdrowiu fizycznym lub psychicznym ofiary”. Kluczowe jest tu oczywiście łatwe do zrelatywizowania słowo „istotny”."
316,315,sometimes_euph,Zebraliśmy się po mszy.,"Ludzie [PET_BOUNDARY]doświadczeni[PET_BOUNDARY] życiowo, starsi, w tej sytuacji są bezcenni.",Na przykład Antoni Macierewicz.,KWJP,doświadczeni,Doświadczony,experienced,stary,old,physical appearance,X,1,1,0,1.0,1.0,"Zebraliśmy się po mszy. Ludzie [PET_BOUNDARY]doświadczeni[PET_BOUNDARY] życiowo, starsi, w tej sytuacji są bezcenni. Na przykład Antoni Macierewicz."
2034,2033,sometimes_euph,"Istotnie: opis zwyczajów kopulacyjnych muchy Serromyia budzi skojarzenia ze scharakteryzowaną przez Lacana sytuacją „zakochania się” dziecka we własnym odbiciu, kontrolowania jego ruchów (jak kontroluje się lalkę czy marionetkę) i całowania lustra („dotknięcia się otworami gębowymi”).","To zaś tłumaczy zagadkową skłonność nimfetek do odchodzenia z tego świata akurat w Boże Narodzenie: śmierć dziewczynki-poczwarki ([PET_BOUNDARY]pupa[PET_BOUNDARY]) związana jest przecież z narodzinami czegoś radykalnie odmiennego, postaci zupełnie nowej, tak jak zniszczenie nýmphe – (p) oddanie się jej, zjednoczenie się z nią (zawsze niepełne), unicestwienie jej jako obcości (z definicji skazane na porażkę) – warunkuje narodziny imago (Ja wyobrażonego).","Do podobnych rozpoznań prowadzą rozważania Rogera Caillois na temat modliszki (franc. mante religieuse, łac. Mantis – „wieszczka”), opublikowane po raz pierwszy w surrealistycznym piśmie „Minotaure”.",KWJP,pupa,pupa,larva,-,-,body parts,1,X,0,0,0.0,0.0,"Istotnie: opis zwyczajów kopulacyjnych muchy Serromyia budzi skojarzenia ze scharakteryzowaną przez Lacana sytuacją „zakochania się” dziecka we własnym odbiciu, kontrolowania jego ruchów (jak kontroluje się lalkę czy marionetkę) i całowania lustra („dotknięcia się otworami gębowymi”). To zaś tłumaczy zagadkową skłonność nimfetek do odchodzenia z tego świata akurat w Boże Narodzenie: śmierć dziewczynki-poczwarki ([PET_BOUNDARY]pupa[PET_BOUNDARY]) związana jest przecież z narodzinami czegoś radykalnie odmiennego, postaci zupełnie nowej, tak jak zniszczenie nýmphe – (p) oddanie się jej, zjednoczenie się z nią (zawsze niepełne), unicestwienie jej jako obcości (z definicji skazane na porażkę) – warunkuje narodziny imago (Ja wyobrażonego). Do podobnych rozpoznań prowadzą rozważania Rogera Caillois na temat modliszki (franc. mante religieuse, łac. Mantis – „wieszczka”), opublikowane po raz pierwszy w surrealistycznym piśmie „Minotaure”."
330,329,sometimes_euph,Kiedyś dostałam pozew i ktoś dołączył do niego chyba ze 200 zdjęć zdrady.,"Kochankowie robili sobie zdjęcia podczas [PET_BOUNDARY]zbliżenia[PET_BOUNDARY], telefon był prawie w pochwie!",Cały tom zdjęć części intymnych w różnych bliskich ujęciach.,KWJP,zbliżenia,zbliżenie,closeup,stosunek płciowy,sexual intercourse,sex,1,1,1,X,1.0,1.0,"Kiedyś dostałam pozew i ktoś dołączył do niego chyba ze 200 zdjęć zdrady. Kochankowie robili sobie zdjęcia podczas [PET_BOUNDARY]zbliżenia[PET_BOUNDARY], telefon był prawie w pochwie! Cały tom zdjęć części intymnych w różnych bliskich ujęciach."
2312,2311,sometimes_euph,"Bolało, ale nie czułam strachu.",Już dawno przestał [PET_BOUNDARY]być mężczyzną[PET_BOUNDARY].,"Słyszałam nieraz, siedząc w szafie, jak matka opowiada sąsiadce, że już mu nie staje.",KWJP,być mężczyzną,być mężczyzną,to be a man,być aktywnym seksualnie,to be sexually active,sex,1,1,1,X,1.0,1.0,"Bolało, ale nie czułam strachu. Już dawno przestał [PET_BOUNDARY]być mężczyzną[PET_BOUNDARY]. Słyszałam nieraz, siedząc w szafie, jak matka opowiada sąsiadce, że już mu nie staje."
1104,1103,sometimes_euph,"Niezależnie od tego, w gazecie, Duda jest ""przyjaznym Niemcom eurosceptykiem"".","Z kolei berliński ""Der Tagesspiegel"" określa polskiego prezydenta jako ""[PET_BOUNDARY]trudnego gościa[PET_BOUNDARY]"".","Komentator gazety Christoph von Marschall pisze, że obie strony zabiegały podczas wizyty o współpracę, ""pomimo istniejących różnic"".",KWJP,trudnego gościa,trudny gość,tough guest,"osoba rozrabiająca, chamska",rude troublemaker,vice,1,X,1,1,1.0,1.0,"Niezależnie od tego, w gazecie, Duda jest ""przyjaznym Niemcom eurosceptykiem"". Z kolei berliński ""Der Tagesspiegel"" określa polskiego prezydenta jako ""[PET_BOUNDARY]trudnego gościa[PET_BOUNDARY]"". Komentator gazety Christoph von Marschall pisze, że obie strony zabiegały podczas wizyty o współpracę, ""pomimo istniejących różnic""."
220,219,sometimes_euph,"Młodzi idą do łóżka, ale w szkole udają, że się nie znają.","On — lubiany, gwiazda drużyny piłkarskiej, ona — ekscentryczna i ""[PET_BOUNDARY]piękna inaczej[PET_BOUNDARY]"", obiekt okrutnych szkolnych żartów.","Oboje introwertyczni, wrażliwi, wysyłają sobie chybione sygnały, przez co ich relacja staje się kontredansem nieporozumień, zawodów, mimowolnych zranień.",KWJP,piękna inaczej,piękny inaczej.,beautiful differently,brzydki,ugly,physical appearance,X,1,1,1,1.0,1.0,"Młodzi idą do łóżka, ale w szkole udają, że się nie znają. On — lubiany, gwiazda drużyny piłkarskiej, ona — ekscentryczna i ""[PET_BOUNDARY]piękna inaczej[PET_BOUNDARY]"", obiekt okrutnych szkolnych żartów. Oboje introwertyczni, wrażliwi, wysyłają sobie chybione sygnały, przez co ich relacja staje się kontredansem nieporozumień, zawodów, mimowolnych zranień."
2053,2052,sometimes_euph,"Jedne mogą z kwiatkiem we włosach, a inne z żelem lub nawet bez włosów.","Tymczasem stary, szacowny butch-lans z lat 50-tych wraca do łask: porządna koszula z mankietami, prestiżowa skóra, but na słoninie, włos na kaczy [PET_BOUNDARY]kuper[PET_BOUNDARY], fajek w ust koralach i uwodzicielskie spojrzenie a la Marlon Brando.",I wszystkie nasze!,KWJP,kuper,kuper,rump,-,-,body parts,0,X,0,0,0.0,0.0,"Jedne mogą z kwiatkiem we włosach, a inne z żelem lub nawet bez włosów. Tymczasem stary, szacowny butch-lans z lat 50-tych wraca do łask: porządna koszula z mankietami, prestiżowa skóra, but na słoninie, włos na kaczy [PET_BOUNDARY]kuper[PET_BOUNDARY], fajek w ust koralach i uwodzicielskie spojrzenie a la Marlon Brando. I wszystkie nasze!"
