id,text,sentence,pet,label,category,euph_status,sub-category,source,pet_wordform,left-hand context (one sentence),right-hand context (one sentence),literal_translation,non_euph_equivalent,non_euph_equivalent_translation
2004,"Też pojechał schematem, tyle że skorpiońskim Tak wiele przecież razy ochraniali konwój, jadąc równolegle ścieżkami wśród skał, że wydawało się to oczywistym i jedynie słusznym rozwiązaniem. Najwyraźniej jednak tutejsze góry postanowiły zostać narzędziem Jedynego, karzącym pychę i brawurę.","Tak wiele przecież razy ochraniali konwój, jadąc równolegle ścieżkami wśród skał, że wydawało się to oczywistym i jedynie słusznym rozwiązaniem.",rozwiązanie,0,bodily functions/parts,sometimes_euph,physiology,KWJP,rozwiązaniem,"Też pojechał schematem, tyle że skorpiońskim","Najwyraźniej jednak tutejsze góry postanowiły zostać narzędziem Jedynego, karzącym pychę i brawurę.",solution/dissolution,-,-
2013,"Nie tak coś było, przyszedł i w łeb stuknął, tak, że można było i zarobić uczciwie. Ten wypadek był tuż przed rozwiązaniem oddziału. Nie inaczej dalszą część epopei brygady opisywali inni partyzanci.",Ten wypadek był tuż przed rozwiązaniem oddziału.,rozwiązanie,0,bodily functions/parts,sometimes_euph,physiology,KWJP,przed rozwiązaniem,"Nie tak coś było, przyszedł i w łeb stuknął, tak, że można było i zarobić uczciwie.",Nie inaczej dalszą część epopei brygady opisywali inni partyzanci.,solution/dissolution,-,-
793,"Mowa była o Fundacji Bazylego Wielkiego prowadzonej przez Małofiejewa i jej programach ochrony dzieci i młodzieży przed zagrożeniami płynącymi z sieci. „Uczy się nas przepisów ruchu drogowego, a nie uczy się przepisów ruchu w sieci”. Pomiędzy wielkimi słowami o walce z pedofilią i narkotykami, czyli tematami, z którymi każdy by się zgodził, przemawiająca dyrektorka generalna fundacji Elena Milskaja wrzuciła lekko emocjonalnym tonem informacje, które niekoniecznie planowała ujawnić.","„Uczy się nas przepisów ruchu drogowego, a nie uczy się przepisów ruchu w sieci”.",ruch,0,politics,sometimes_euph,immigration,KWJP,ruchu,Mowa była o Fundacji Bazylego Wielkiego prowadzonej przez Małofiejewa i jej programach ochrony dzieci i młodzieży przed zagrożeniami płynącymi z sieci.,"Pomiędzy wielkimi słowami o walce z pedofilią i narkotykami, czyli tematami, z którymi każdy by się zgodził, przemawiająca dyrektorka generalna fundacji Elena Milskaja wrzuciła lekko emocjonalnym tonem informacje, które niekoniecznie planowała ujawnić.",movement,-,-
909,"Również inne bałkańskie państwa odmówiły wpuszczania do siebie uchodźców. Z tego też powodu po raz pierwszy od wielu miesięcy ich ruch znacznie zmalał w Europie Zachodniej. Kilka dni temu w Spielfeld przy granicy słoweńsko - austriackiej, gdzie do niedawna koczowały tysiące uchodźców, było ich ledwie dziesięciu.",Z tego też powodu po raz pierwszy od wielu miesięcy ich ruch znacznie zmalał w Europie Zachodniej.,ruch,0,politics,sometimes_euph,immigration,refugee crisis,ruch,Również inne bałkańskie państwa odmówiły wpuszczania do siebie uchodźców.,"Kilka dni temu w Spielfeld przy granicy słoweńsko - austriackiej, gdzie do niedawna koczowały tysiące uchodźców, było ich ledwie dziesięciu.",movement,imigracja,immigration
931,"Dostawało się przewodnika. Możliwości [ruchu] były ograniczone”. Jaką historię niesie ze sobą Amerykanin mówiący po rosyjsku, który nie mógł ujść uważnemu spojrzeniu KGB ani CIA?",Możliwości [ruchu] były ograniczone”.,ruch,0,politics,sometimes_euph,immigration,KWJP,ruchu,Dostawało się przewodnika.,"Jaką historię niesie ze sobą Amerykanin mówiący po rosyjsku, który nie mógł ujść uważnemu spojrzeniu KGB ani CIA?",movement,-,-
996,"Na antenie TVP Info para Polaków mieszkających na co dzień w Anglii relacjonowała dramatyczną sytuację, która spotkała ich, kiedy jechali drogą w okolicach portu w Calais. – Mężczyzna ruchami pistoletu pokazał nam, że mamy otworzyć drzwi, był wściekły. Byliśmy w szoku, ogromny stres o własne życie – relacjonowała Marta Jaśkiewicz.","– Mężczyzna ruchami pistoletu pokazał nam, że mamy otworzyć drzwi, był wściekły.",ruch,0,politics,sometimes_euph,immigration,refugee crisis,ruchami,"Na antenie TVP Info para Polaków mieszkających na co dzień w Anglii relacjonowała dramatyczną sytuację, która spotkała ich, kiedy jechali drogą w okolicach portu w Calais.","Byliśmy w szoku, ogromny stres o własne życie – relacjonowała Marta Jaśkiewicz.",movement,-,-
2218,"Jego pomagierzy zmełli w ustach przekleństwa. – Ty mi chcesz pożyczać sałatę, Hamer? – rechotał tak, że aż z kącika oka musiał otrzeć łzę. – Masz tupet jak na takiego psiego chujka, w jakiego się zmieniłeś.","– Ty mi chcesz pożyczać sałatę, Hamer? – rechotał tak, że aż z kącika oka musiał otrzeć łzę.",sałata,1,employment/finances,sometimes_euph,money,KWJP,sałatę,Jego pomagierzy zmełli w ustach przekleństwa.,"– Masz tupet jak na takiego psiego chujka, w jakiego się zmieniłeś.",lettuce,pieniądze,money
2253,Jest mnóstwo hajsu do zgarnięcia! Całe góry sałaty. Wystarczy wyciągnąć rękę!,Całe góry sałaty.,sałata,1,employment/finances,sometimes_euph,money,KWJP,sałaty,Jest mnóstwo hajsu do zgarnięcia!,Wystarczy wyciągnąć rękę!,lettuce,pieniądze,money
2420,"Już po chwili powtórzyła te słowa, kiedy przyniesiono dania. Sałata Alicji wyglądała niczym stworzone z kolorowych liści i różowego łososia arcydzieło. Sos, spływający po liściach cienką strużką, prezentował się jak wstęga, która kończy się na talerzu, obejmując danie.",Sałata Alicji wyglądała niczym stworzone z kolorowych liści i różowego łososia arcydzieło.,sałata,0,employment/finances,sometimes_euph,money,KWJP,sałata,"Już po chwili powtórzyła te słowa, kiedy przyniesiono dania.","Sos, spływający po liściach cienką strużką, prezentował się jak wstęga, która kończy się na talerzu, obejmując danie.",lettuce,-,-
2496,"Przykładowy sienkiewiczowski język został pokonany przez galopujący duch czasu. Zubożony i zastąpiony współczesną sałatą słowną. Zdania pełne stylistycznych figur i mistrzowskich porównań, są za długie, za bardzo passe: męczą zblazowane oczy nawykłe do braku koncentracji.",Zubożony i zastąpiony współczesną sałatą słowną.,sałata,0,employment/finances,sometimes_euph,money,KWJP,sałatą,Przykładowy sienkiewiczowski język został pokonany przez galopujący duch czasu.,"Zdania pełne stylistycznych figur i mistrzowskich porównań, są za długie, za bardzo passe: męczą zblazowane oczy nawykłe do braku koncentracji.",lettuce,-,-
650,"(...) tłum studentów demonstruje – a jakże! – przeciw zmianom w regulaminie studiów. I tu pamięć moja wyświetla inny wiec pod Żaczkiem, 12 marca 1968, kiedy studenci ściągają z daszku nad klubem poetę Korwina-Piotrowskiego z magnetofonem pod pachą, nagrywającego przebieg wiecu. Więc już łatwo, wspierany pamięcią, przerzucam się wraz z bohaterem powieści (...).","I tu pamięć moja wyświetla inny wiec pod Żaczkiem, 12 marca 1968, kiedy studenci ściągają z daszku nad klubem poetę Korwina-Piotrowskiego z magnetofonem pod pachą, nagrywającego przebieg wiecu.",ściągać,0,employment/finances,sometimes_euph,money,KWJP,ściągają,(...) tłum studentów demonstruje – a jakże! – przeciw zmianom w regulaminie studiów.,"Więc już łatwo, wspierany pamięcią, przerzucam się wraz z bohaterem powieści (...).",to pull down,-,-
663,"- pochodzący z plemienia Wolof watażka, który na zlecenie Portugalczyków zdołał spacyfikować region Oio, tworząc tam swoiste państwo w państwie i zachowując dla siebie dziesięcioprocentowy udział w ściąganych podatkach. W ten oto sposób – rękoma lokalnych „zleceniobiorców” – metropolia starała się wypełnić postawiony na konferencji berlińskiej wymóg „rzeczywistego zajęcia terytorium”.","pochodzący z plemienia Wolof watażka, który na zlecenie Portugalczyków zdołał spacyfikować region Oio, tworząc tam swoiste państwo w państwie i zachowując dla siebie dziesięcioprocentowy udział w ściąganych podatkach.",ściągać,0,employment/finances,sometimes_euph,money,KWJP,ściąganych,-,W ten oto sposób – rękoma lokalnych „zleceniobiorców” – metropolia starała się wypełnić postawiony na konferencji berlińskiej wymóg „rzeczywistego zajęcia terytorium”.,to pull down,zmusić kogoś do płacenia,to make someone pay money
728,"(...) Rosyjskiej, jak również poza jej granicami (m.in. na okupowanym Krymie). Kontrolowane przez Kadyrowa, a pozostające poza kontrolą rosyjskich służb specjalnych gangi zajmują się głównie ściąganiem haraczy z przedsiębiorców (na wzór czeczeńskiej mafii działającej w Rosji w latach dziewięćdziesiątych). Szereg wątpliwości budzi również legalność źródeł finansowania i funkcjonowanie Fundacji im. Achmada Kadyrowa (...).","Kontrolowane przez Kadyrowa, a pozostające poza kontrolą rosyjskich służb specjalnych gangi zajmują się głównie ściąganiem haraczy z przedsiębiorców (na wzór czeczeńskiej mafii działającej w Rosji w latach dziewięćdziesiątych).",ściągać,1,employment/finances,sometimes_euph,money,KWJP,ściąganiem,"(...) Rosyjskiej, jak również poza jej granicami (m.in. na okupowanym Krymie).",Szereg wątpliwości budzi również legalność źródeł finansowania i funkcjonowanie Fundacji im. Achmada Kadyrowa (...).,to pull down,zmusić kogoś do płacenia,to make someone pay money
919,"Kolejna wizyta u profesora urologa i jego ładnej asystentki. Obeszło się bez ściągania spodni, wystarczyło je lekko opuścić. Joanna (imię odczytałem z pieczątki) oglądała więc tylko wnętrze mego brzucha, czarno-białe jak pierwszy film braci Lumière (...).","Obeszło się bez ściągania spodni, wystarczyło je lekko opuścić.",ściągać,0,employment/finances,sometimes_euph,money,KWJP,ściągania,Kolejna wizyta u profesora urologa i jego ładnej asystentki.,"Joanna (imię odczytałem z pieczątki) oglądała więc tylko wnętrze mego brzucha, czarno-białe jak pierwszy film braci Lumière (...).",to pull down,-,-
1031,"Opodatkować konsumentów tortu »Fedora«, tortu »Mocca« i innych. Od każdego przysmaku ściągać dziesięć procent na chleb dla biednych”. „Dajcie raz na tydzień cenę jednego obiadu.",Od każdego przysmaku ściągać dziesięć procent na chleb dla biednych”.,ściągać,0,employment/finances,sometimes_euph,money,KWJP,ściągać,"Opodatkować konsumentów tortu »Fedora«, tortu »Mocca« i innych.",„Dajcie raz na tydzień cenę jednego obiadu.,to pull down,zmusić kogoś do płacenia,to make someone pay money
1138,"Jest delikatny. Ściągam mu koszulkę, całujemy się cholernie długo, czuję się jak w liceum. W końcu ciągnę go na dywan, kanapa jest jakaś mała i średnio wygodna.","Ściągam mu koszulkę, całujemy się cholernie długo, czuję się jak w liceum.",ściągać,0,misc.,sometimes_euph,vice,KWJP,ściągam,Jest delikatny.,"W końcu ciągnę go na dywan, kanapa jest jakaś mała i średnio wygodna.",pull off,-,-
1144,"Nigdy nie podnosiła ręki i nauczyciele długo nie mogli zrozumieć tej dwoistości Skoro się nie udzielała, sądzili, że ściąga podczas klasówek, a pracę domową odpisuje na przerwach od lepszych od siebie kolegów – Skończysz w warzywniaku! – słyszała od Ireny, podpisującej czwórki zamiast piątek.","Skoro się nie udzielała, sądzili, że ściąga podczas klasówek, a pracę domową odpisuje na przerwach od lepszych od siebie kolegów",ściągać,1,misc.,sometimes_euph,vice,KWJP,ściąga,Nigdy nie podnosiła ręki i nauczyciele długo nie mogli zrozumieć tej dwoistości,"– Skończysz w warzywniaku! – słyszała od Ireny, podpisującej czwórki zamiast piątek.",pull off,oszukiwać przez kopiowanie od kogoś,cheat by copying from someone
1146,"Niekiedy Simonini przepisze coś wprost, innym razem podstawi ""Żydów"" na miejsce ""jezuitów"" czy ""wolnomularzy"", co nie ma znaczenia, gdyż teorie spiskowe, jak to dobrze pokazuje Eco, okazują się całkowicie kompatybilne. Są też tacy, jak niemiecki agent Goedsche alias powieściopisarz Retcliffe, którzy będą ściągali od Simoniniego; całość tych zapożyczeń i kalek wytwarza system ech wzajemnie się nagłaśniających i tworzących podstawową treść książki — dojrzewanie wraz z konfekcją ""Protokołów…"" przełomowej chwili w dziejach antysemityzmu, po której nic już nie będzie takie samo i droga do Zagłady stanie otworem. Ale powieściowo to nie działa.","Są też tacy, jak niemiecki agent Goedsche alias powieściopisarz Retcliffe, którzy będą ściągali od Simoniniego; całość tych zapożyczeń i kalek wytwarza system ech wzajemnie się nagłaśniających i tworzących podstawową treść książki — dojrzewanie wraz z konfekcją ""Protokołów…"" przełomowej chwili w dziejach antysemityzmu, po której nic już nie będzie takie samo i droga do Zagłady stanie otworem.",ściągać,1,misc.,sometimes_euph,vice,KWJP,ściągali,"Niekiedy Simonini przepisze coś wprost, innym razem podstawi ""Żydów"" na miejsce ""jezuitów"" czy ""wolnomularzy"", co nie ma znaczenia, gdyż teorie spiskowe, jak to dobrze pokazuje Eco, okazują się całkowicie kompatybilne.",Ale powieściowo to nie działa.,pull off,oszukiwać przez kopiowanie od kogoś,cheat by copying from someone
1159,"W Wielką Sobotę na poranną przebieżkę wyruszył sam. Po powrocie, nawet nie ściągając granatowego dresu, pojechał samochodem do pobliskiego centrum handlowego po gazety i drobne sprawunki. Nie zauważył jadącego za nim czerwonego forda lasera.","Po powrocie, nawet nie ściągając granatowego dresu, pojechał samochodem do pobliskiego centrum handlowego po gazety i drobne sprawunki.",ściągać,0,misc.,sometimes_euph,vice,KWJP,ściągając,W Wielką Sobotę na poranną przebieżkę wyruszył sam.,Nie zauważył jadącego za nim czerwonego forda lasera.,pull off,-,-
1213,"A wracając do głównego zagadnienia, to napisałem ten tekst myśląc o tym, że kopiowanie może mieć zaskakujące konsekwencje. Jeśli jeden autor ściąga od drugiego, przepisując opisy atrakcji, to w efekcie turyści sięgający po przewodniki i inne teksty, na przykład w internecie, otrzymują ujednolicony obraz – schemat, z którego ciężko się wydostać. Wpadają w niewolę opowieści silnej kolejnymi zapożyczeniami.","Jeśli jeden autor ściąga od drugiego, przepisując opisy atrakcji, to w efekcie turyści sięgający po przewodniki i inne teksty, na przykład w internecie, otrzymują ujednolicony obraz – schemat, z którego ciężko się wydostać.",ściągać,1,misc.,sometimes_euph,vice,KWJP,ściąga,"A wracając do głównego zagadnienia, to napisałem ten tekst myśląc o tym, że kopiowanie może mieć zaskakujące konsekwencje.",Wpadają w niewolę opowieści silnej kolejnymi zapożyczeniami.,pull off,oszukiwać przez kopiowanie od kogoś,cheat by copying from someone
1232,"– Teraz to na pewno nie będzie miły. Ewa zaczęła ściągać płaszcz, już wchodząc do budynku. Pospiesznie oddała go szatniarce, uśmiechając się od ucha do ucha, i pognała na pierwsze piętro.","Ewa zaczęła ściągać płaszcz, już wchodząc do budynku.",ściągać,0,misc.,sometimes_euph,vice,KWJP,ściągać,– Teraz to na pewno nie będzie miły.,"Pospiesznie oddała go szatniarce, uśmiechając się od ucha do ucha, i pognała na pierwsze piętro.",pull off,-,-
1119,"– A z czego bym żonę wykarmił i dzieci wysłał na studia do Stanów? Uśmiecha się, oczywiście nie mam pojęcia, czy ściemnia, czy nie, ale po chwili poważnieje. – Nie każde miejsce płaci.","Uśmiecha się, oczywiście nie mam pojęcia, czy ściemnia, czy nie, ale po chwili poważnieje.",ściemniać,1,misc.,sometimes_euph,vice,KWJP,ściemnia,– A z czego bym żonę wykarmił i dzieci wysłał na studia do Stanów?,– Nie każde miejsce płaci.,dim,kłamać,lie
1155,Wracam na przystanek. Powoli się ściemnia. Autobus przejeżdża obok stacji benzynowej pana von Wirtha.,Powoli się ściemnia.,ściemniać,0,misc.,sometimes_euph,vice,KWJP,ściemnia,Wracam na przystanek.,Autobus przejeżdża obok stacji benzynowej pana von Wirtha.,dim,-,-
1182,"Zawsze uważałem się za kolbuszowianina i kibicuję Kolbuszowiance. Nie chcę nikogo oszukiwać ani ściemniać, że urodziłem się widzewiakiem. Po co?","Nie chcę nikogo oszukiwać ani ściemniać, że urodziłem się widzewiakiem.",ściemniać,1,misc.,sometimes_euph,vice,KWJP,ściemniać,Zawsze uważałem się za kolbuszowianina i kibicuję Kolbuszowiance.,Po co?,dim,kłamać,lie
1184,"Wyglądem i zastosowanymi w nich rozwiązaniami dopasowane są do otoczenia (tzw. oprawy parkowe). Natężeniem światła można sterować: ściemniać lub rozjaśniać, w zależności od wybranego ustawienia, dostosowanego do pory dnia i nocy lub liczy osób, które wędrują alejkami. - Wszystkie te funkcje pozwalają na zaaranżowanie oświetlenia tak, aby było ono komfortowe dla przechodniów, a jednocześnie nie zakłócało naturalnego, leśnego charakteru tego wyjątkowego miejsca — zapewnia Paulina Łątka z centrum informacji miasta Urzędu Miasta Szczecin.","Natężeniem światła można sterować: ściemniać lub rozjaśniać, w zależności od wybranego ustawienia, dostosowanego do pory dnia i nocy lub liczy osób, które wędrują alejkami.",ściemniać,0,misc.,sometimes_euph,vice,KWJP,ściemniać,Wyglądem i zastosowanymi w nich rozwiązaniami dopasowane są do otoczenia (tzw. oprawy parkowe).,"- Wszystkie te funkcje pozwalają na zaaranżowanie oświetlenia tak, aby było ono komfortowe dla przechodniów, a jednocześnie nie zakłócało naturalnego, leśnego charakteru tego wyjątkowego miejsca — zapewnia Paulina Łątka z centrum informacji miasta Urzędu Miasta Szczecin.",dim,-,-
1259,"Rozumiem, że on rzadko przyjeżdża, jesteście stęsknieni i wolicie spędzać czas w łóżku, ale sama przyznasz, Dorota, że ten wasz układ jest nieco dziwny. Albo coś ściemniasz, albo facet nie istnieje. – Albo jest żonaty… – wtrąciła ciotka od niechcenia.","Albo coś ściemniasz, albo facet nie istnieje.",ściemniać,1,misc.,sometimes_euph,vice,KWJP,ściemniasz,"Rozumiem, że on rzadko przyjeżdża, jesteście stęsknieni i wolicie spędzać czas w łóżku, ale sama przyznasz, Dorota, że ten wasz układ jest nieco dziwny.",– Albo jest żonaty… – wtrąciła ciotka od niechcenia.,dim,kłamać,lie
1272,"Jestem nim. – Ściemnia się – zauważył Kady, odrywając wzrok od swoich przypraw i wyglądając przez okno – Może chodźmy już po ten owoc.","– Ściemnia się – zauważył Kady, odrywając wzrok od swoich przypraw i wyglądając przez okno",ściemniać,0,misc.,sometimes_euph,vice,KWJP,ściemnia,Jestem nim.,– Może chodźmy już po ten owoc.,dim,-,-
2210,"– Zaśmiały się obie. – Krystkowi odpaliłam trochę siana, żeby ją kilka razy naszedł i wkręcił jej bajeczkę o nawróconym tatuśku. Pobawił się też zdjęciami i skleił w Photoshopie kilka, na których jesteśmy razem z Arkiem.","– Krystkowi odpaliłam trochę siana, żeby ją kilka razy naszedł i wkręcił jej bajeczkę o nawróconym tatuśku.",siano,1,employment/finances,sometimes_euph,money,KWJP,siana,– Zaśmiały się obie.,"Pobawił się też zdjęciami i skleił w Photoshopie kilka, na których jesteśmy razem z Arkiem.",hay,pieniądze,money
2226,"Mateusz Zawistowski, raper znany pod pseudonimem Żabson w żartobliwy i prześmiewczy sposób odniósł się do decyzji władz. 26-latek opublikował na InstaStory listę beneficjentów FWK i dopisał: „Szkoda, że nie dali, to bym se drugiego rolexa kupił za siano podatników. Swoją drogą patent Bayer Full na wzięcie dwa razy na impresariat i na zespół jest cudowny, widać kto się szkolił w PRL z poboru dofinansowań”.","26-latek opublikował na InstaStory listę beneficjentów FWK i dopisał: „Szkoda, że nie dali, to bym se drugiego rolexa kupił za siano podatników.",siano,1,employment/finances,sometimes_euph,money,KWJP,siano,"Mateusz Zawistowski, raper znany pod pseudonimem Żabson w żartobliwy i prześmiewczy sposób odniósł się do decyzji władz.","Swoją drogą patent Bayer Full na wzięcie dwa razy na impresariat i na zespół jest cudowny, widać kto się szkolił w PRL z poboru dofinansowań”.",hay,pieniądze,money
2321,"Pukają, błądzą, opuszczenia łkanie. Król królów w blasku nędzy rodzi się na sianie. Starcze Symeonie, świętość w twoich zmarszczkach ujrzała Zbawienie, wziąłeś Je w objęcia. Doczekałeś tego, co nie do pojęcia.",Król królów w blasku nędzy rodzi się na sianie.,siano,0,employment/finances,sometimes_euph,money,KWJP,sianie,"Pukają, błądzą, opuszczenia łkanie.","Starcze Symeonie, świętość w twoich zmarszczkach ujrzała Zbawienie, wziąłeś Je w objęcia. Doczekałeś tego, co nie do pojęcia.",hay,-,-
2438,"To jest naiwność. Też mógłbym sobie powiedzieć, że chcę mieć zakład stolarski, bo znam firmę „Taboret”, której właściciel wpieprzył w nią kupę siana, a i tak nie potrafią zrobić porządnego krzesła, a ja umiem, chociaż nie wiem, co to hebel. Taki to nasz problem – wydaje się nam, że na wszystkim znamy się najlepiej.","Też mógłbym sobie powiedzieć, że chcę mieć zakład stolarski, bo znam firmę „Taboret”, której właściciel wpieprzył w nią kupę siana, a i tak nie potrafią zrobić porządnego krzesła, a ja umiem, chociaż nie wiem, co to hebel.",siano,1,employment/finances,sometimes_euph,money,KWJP,siana,To jest naiwność.,"Taki to nasz problem – wydaje się nam, że na wszystkim znamy się najlepiej.",hay,pieniądze,money
2458,"Dla Peruwiańczyków w trakcie wielkiego futbolowo-narodowego poruszenia moja ignorancja jest zadziwiająca. W końcu daję sobie siana z Tinderem, wszystkie konwersacje są nudne, niemrawe, a ja po całych dniach oglądania prekolumbijskich artefaktów jestem wykończona i zasypiam przed dziesiątą. Samolot do Puerto Maldonado wygląda na zabytek awiacji. Kolory peruwiańskiej flagi, biały i czerwony, niby nic, ale w głowie od razu zaczynam nazywać mój samolot tupolewem.","W końcu daję sobie siana z Tinderem, wszystkie konwersacje są nudne, niemrawe, a ja po całych dniach oglądania prekolumbijskich artefaktów jestem wykończona i zasypiam przed dziesiątą.",siano,0,employment/finances,sometimes_euph,money,KWJP,siana,Dla Peruwiańczyków w trakcie wielkiego futbolowo-narodowego poruszenia moja ignorancja jest zadziwiająca.,"Samolot do Puerto Maldonado wygląda na zabytek awiacji. Kolory peruwiańskiej flagi, biały i czerwony, niby nic, ale w głowie od razu zaczynam nazywać mój samolot tupolewem.",hay,-,-
2494,"I spojrzał wprost w chmurne, rozwścieczone oczy gospodarza. Słońce chyliło się ku zachodowi, gdy dotarli do gospodarstwa. Znajda przetrwał podróż, kolebiąc się na wozie wśród resztek siana, co i rusz popatrując nerwowo na chlebodawcę. To milczenie nie wróżyło niczego dobrego.","Znajda przetrwał podróż, kolebiąc się na wozie wśród resztek siana, co i rusz popatrując nerwowo na chlebodawcę.",siano,0,employment/finances,sometimes_euph,money,KWJP,siana,"I spojrzał wprost w chmurne, rozwścieczone oczy gospodarza. Słońce chyliło się ku zachodowi, gdy dotarli do gospodarstwa.",To milczenie nie wróżyło niczego dobrego.,hay,-,-
674,"Jedź, bo się mama będzie martwić. A my też gdzieś mamy jechać dzisiaj, jak już ojcu się promile wyzerują. W następnej scenie podróż się skończyła, wśród złotych przebojów i rozmów o pracy Daniela.","A my też gdzieś mamy jechać dzisiaj, jak już ojcu się promile wyzerują.",się promile wyzerują,1,substances,always_euph,,KWJP,się promile wyzerują,"Jedź, bo się mama będzie martwić.","W następnej scenie podróż się skończyła, wśród złotych przebojów i rozmów o pracy Daniela.",to have a count of 0 per thousand,wytrzeźwieć,to sober up
1055,"Pewnie prochy. Wiesz, taka moda, wszyscy się szprycują, wąchają, łykają. – Ale to nie było zabójstwo?","Wiesz, taka moda, wszyscy się szprycują, wąchają, łykają.",się szprycować,1,substances,always_euph,,KWJP,się szprycują,Pewnie prochy.,– Ale to nie było zabójstwo?,to shoot up,brać narkotyki,to take drugs
685,"W roku 1993 było ono dwukrotnie większe niż w 1992 r. Kiedy sięgamy po kieliszek, to w siedmiu przypadkach na dziesięć kończy się to upiciem - wynika z badań. W 13 proc. dochodzi do silnego upojenia alkoholowego.","Kiedy sięgamy po kieliszek, to w siedmiu przypadkach na dziesięć kończy się to upiciem - wynika z badań.",sięgać po kieliszek,1,substances,always_euph,,NKJP300,sięgamy po kieliszek,W roku 1993 było ono dwukrotnie większe niż w 1992 r.,W 13 proc. dochodzi do silnego upojenia alkoholowego.,to reach for a glass,pić alkohol,to drink alcohol
873,"Wielu z nas wie, jak powstała fortuna rodu Kennedych. Amerykańska ustawa o prohibicji była bardzo restrykcyjna, czy sprawiła, że Amerykanie przestali sięgać po kieliszek? Na pewno nie.","Amerykańska ustawa o prohibicji była bardzo restrykcyjna, czy sprawiła, że Amerykanie przestali sięgać po kieliszek?",sięgać po kieliszek,1,substances,always_euph,,NKJP300,sięgać po kieliszek,"Wielu z nas wie, jak powstała fortuna rodu Kennedych.",Na pewno nie.,to reach for a glass,pić alkohol,to drink alcohol
998,"Dzień wypłaty czy popularne imieniny stawały się wystarczającym pretekstem do ""pijaństwa ceremonialnego"" - zazwyczaj w domu, ale także w miejscu pracy, a w ostateczności w miejskich zagajnikach, gdzie można było pić alkohol taniej niż w restauracji. Poza pijaństwem okazjonalnym motywem sięgania po kieliszek była chęć wprawienia się w dobry nastrój lub ucieczka od rzeczywistości. Butelka alkoholu, szczególnie lepszego gatunku (np. jarzębiak, wiśniówka, żubrówka, winiak lubuski), należała do kategorii najpopularniejszych prezentów.",Poza pijaństwem okazjonalnym motywem sięgania po kieliszek była chęć wprawienia się w dobry nastrój lub ucieczka od rzeczywistości.,sięgać po kieliszek,1,substances,always_euph,,NKJP300,sięgania po kieliszek,"Dzień wypłaty czy popularne imieniny stawały się wystarczającym pretekstem do ""pijaństwa ceremonialnego"" - zazwyczaj w domu, ale także w miejscu pracy, a w ostateczności w miejskich zagajnikach, gdzie można było pić alkohol taniej niż w restauracji.","Butelka alkoholu, szczególnie lepszego gatunku (np. jarzębiak, wiśniówka, żubrówka, winiak lubuski), należała do kategorii najpopularniejszych prezentów.",to reach for a glass,pić alkohol,to drink alcohol
634,"Co się stało, to się nie odstanie. Podniosła głowę, pociągnęła głośno nosem i sięgnęła po kieliszek. Wypiła.","Podniosła głowę, pociągnęła głośno nosem i sięgnęła po kieliszek.",sięgnąć po kieliszek,0,substances,sometimes_euph,,NKJP300,sięgnęła po kieliszek,"Co się stało, to się nie odstanie.",Wypiła.,to reach for a glass,-,-
857,"Coś mnie ścisnęło za gardło. Chciałem sięgnąć po kieliszek wina, lecz poczułem się obezwładniony, jakby coś mi nagle zabrano lub czymś w nadmiarze obdarowano, co na jedno wychodzi. Nie dałem jednakże nic poznać po sobie, a nawet wypowiedziałem coś od rzeczy, błahego, być może próbując w ten sposób jeszcze unieważnić tę wiadomość lub przynajmniej ją odwlec.","Chciałem sięgnąć po kieliszek wina, lecz poczułem się obezwładniony, jakby coś mi nagle zabrano lub czymś w nadmiarze obdarowano, co na jedno wychodzi.",sięgnąć po kieliszek,0,substances,sometimes_euph,,NKJP300,sięgnąć po kieliszek,Coś mnie ścisnęło za gardło.,"Nie dałem jednakże nic poznać po sobie, a nawet wypowiedziałem coś od rzeczy, błahego, być może próbując w ten sposób jeszcze unieważnić tę wiadomość lub przynajmniej ją odwlec.",to reach for a glass,-,-
13,"Jednak na początku XXI w. ostro skręcił w stronę Wielkiej Brytanii i do tego zaczął się poruszać dwa razy szybciej niż wcześniej — z prędkością blisko 17 cm na rok. Zdaniem uczonych powodem tego ""skoku w bok"" jest zmiana masy w różnych rejonach Ziemi. Korzystając z amerykańsko-niemieckich satelitów GRACE badających zmienność ziemskiego pola grawitacyjnego, naukowcy dokładnie pomierzyli to zjawisko.","Zdaniem uczonych powodem tego ""skoku w bok"" jest zmiana masy w różnych rejonach Ziemi.",skok w bok,0,sexual activity,sometimes_euph,,KWJP,skoku w bok,Jednak na początku XXI w. ostro skręcił w stronę Wielkiej Brytanii i do tego zaczął się poruszać dwa razy szybciej niż wcześniej — z prędkością blisko 17 cm na rok.,"Korzystając z amerykańsko-niemieckich satelitów GRACE badających zmienność ziemskiego pola grawitacyjnego, naukowcy dokładnie pomierzyli to zjawisko.",jump to the side,-,-
